name,id,folder
全一卷,103166,0001
第01话,138654,0002
第02话,138655,0003
第03话,138656,0004
第04话,138657,0005
第05话,138658,0006
第06话,138659,0007
第07话,138660,0008
第08话,138661,0009
第09话,138662,0010
第10话,138663,0011
第11话,138664,0012
第12话,138665,0013
第13话,138666,0014
第14话,138667,0015
15+汉化日西,138668,0016
第16话,138669,0017
第17话,138670,0018
第18话,138671,0019
第19话,138672,0020
