name,id,folder
第01卷,7484,0001
第02卷,7955,0002
特别篇:战技展示会,24413,0003
ch_01,189956,0004
ch_02,189958,0005
ch_03,189960,0006
ch_04,189962,0007
ch_05,189963,0008
ch_06,189965,0009
ch_07,189967,0010
CH008,189968,0011
CH009,189970,0012
CH010,189972,0013
CH011,189973,0014
CH012,189975,0015
CH013,189977,0016
特别篇,189979,0017
最终话,189980,0018
CH014,262288,0019
